0,10.482578825744937
1,9.697382800645913
2,3.5826045953621217
3,6.421384985636832
4,4.354594974580195
5,4.842188885266168
6,0.9701236414288629
7,2.48664107754979
8,5.050805046076057
9,7.360008017894071
10,3.728480103279372
11,5.958050961562284
12,5.906116518578996
13,5.61056012115435
14,4.241120817586218
15,3.0658385036451357
16,8.591835526537457
17,2.5452288669708656
18,2.4111015828203444
19,4.75307553333765
20,0.9528438520612791
21,3.1339487430169255
22,4.12229959263699
23,6.903976067150686
24,1.507642727138841
25,3.0934418619336466
26,2.7309392510617414
27,2.051957326219036
28,1.634927286893073
29,2.2316241957645095
30,1.0002731523459287
31,0.7702059811774417
32,0.601772502134459
33,1.0059171628593122
34,1.00948319544387
35,0.773304732530464
36,0.7904837708041855
37,0.8853139627890471
38,0.7552771254405518
