cluster_id,cluster_total_pagerank,total_road_travel_time,total_road_number,cluster_attractiveness,Normalized_attractiveness,variance
1812,0.150880004,22,1,0.006858182,0.030561141,0
1813,0.140270008,23,1,0.006098696,0.027176752,0
1814,0.167849998,23,1,0.007297826,0.032520264,0
1815,0.17004999,22,1,0.007729545,0.034444072,0
1816,0.114690008,73,1,0.001571096,0.007001052,0
1817,0.045399992,22,1,0.002063636,0.009195888,0
1818,0.108329984,64,1,0.001692656,0.007542742,0
1819,1.132529982,87,1,0.013017586,0.058008417,0
1820,0.231789999,21,1,0.011037619,0.049185372,0
1821,0.006730001,93,1,7.24E-05,0.000322473,0
1822,0.040349991,87,1,0.000463793,0.002066735,0
1823,0.181860066,159,1,0.001143774,0.005096837,0
1824,0.0002,21,1,9.52E-06,4.24396E-05,0
1825,0.00069,99,1,6.97E-06,3.10581E-05,0
1826,0.20811,24,1,0.00867125,0.038640458,0
1827,0.346850005,23,1,0.015080435,0.067200798,0
1828,0.010099986,62,1,0.000162903,0.000725921,0
1829,0.170929992,24,1,0.007122083,0.031737126,0
1830,0.021440003,31,1,0.000691613,0.003081937,0
1831,0.009459992,23,1,0.000411304,0.001832836,0
1832,0.424179998,22,1,0.019280909,0.085918773,0
1833,0.074199996,78,1,0.000951282,0.004239063,0
1834,0.10441,106,1,0.000985,0.004389315,0
1835,0.002389992,22,1,0.000108636,0.000484099,0
1836,0.260299996,22,1,0.011831818,0.052724448,0
1837,0.001129999,22,1,5.14E-05,0.000228884,0
1838,0.271440004,22,1,0.012338182,0.054980886,0
1839,0.080310048,96,1,0.000836563,0.003727857,0
1840,0.111970018,79,1,0.001417342,0.0063159,0
1841,0.0002,22,1,9.09E-06,4.05105E-05,0
1842,0.195980004,22,1,0.008908182,0.039696265,0
1843,0.002400002,22,1,0.000109091,0.000486127,0
1844,0.003020006,22,1,0.000137273,0.00061171,0
1845,0.0358,100,1,0.000358,0.001595304,0
1846,0.365369996,23,1,0.015885652,0.070788972,0
1847,0.000549999,23,1,2.39E-05,0.00010656,0
1848,0.00201,28,1,7.18E-05,0.000319888,0
1849,0.001679999,38,1,4.42E-05,0.000197009,0
1850,0.0002,21,1,9.52E-06,4.24396E-05,0
1851,0.322330008,22,1,0.014651364,0.06528879,0
1852,0.168849969,69,1,0.002447101,0.010904668,0
1853,0.084310018,62,1,0.001359839,0.006059657,0
1854,0.001160001,22,1,5.27E-05,0.000234961,0
1855,0.276720004,22,1,0.012578182,0.056050364,0
1856,0.348070002,21,1,0.016574762,0.073859755,0
1857,0.001259999,22,1,5.73E-05,0.000255216,0
1858,0.06166004,104,1,0.000592885,0.002641989,0
1859,0.002889999,21,1,0.000137619,0.000613252,0
1860,0.508099992,23,1,0.022091304,0.098442336,0
1861,0.104500061,139,1,0.000751799,0.003350135,0
1862,0.201300017,37,1,0.005440541,0.024243909,0
1863,0.000499999,23,1,2.17E-05,9.68729E-05,0
1864,0.281319992,23,1,0.012231304,0.054504621,0
1865,0.008810005,73,1,0.000120685,0.000537791,0
1866,0,23,1,0,0,0
1867,0.272830005,21,1,0.012991905,0.057893979,0
1868,0.053669985,139,1,0.000386115,0.001720589,0
1869,0.367349994,22,1,0.016697727,0.074407706,0
1870,0.102020026,74,1,0.001378649,0.006143477,0
1871,0,21,1,0,0,0
1872,0.001439999,21,1,6.86E-05,0.000305565,0
1873,0.150350018,74,1,0.002031757,0.00905383,0
1874,0.226320003,21,1,0.010777143,0.04802465,0
1875,0.0002,21,1,9.52E-06,4.24396E-05,0
1876,0.367659996,22,1,0.016711818,0.074470498,0
1877,0.057809974,86,1,0.000672209,0.002995469,0
1878,0.14532,75,1,0.0019376,0.008634251,0
1879,0.0013,22,1,5.91E-05,0.000263318,0
1880,0.538260009,21,1,0.025631429,0.114217692,0
1881,0.004639992,21,1,0.000220952,0.000984597,0
1882,0.339259998,21,1,0.016155238,0.07199029,0
1883,0.086129997,93,1,0.000926129,0.004126977,0
1884,0,21,1,0,0,0
1885,0.217739991,21,1,0.010368571,0.046203988,0
1886,0.11382,75,1,0.0015176,0.006762665,0
1887,0.004020009,21,1,0.000191429,0.000853038,0
1888,0.04358001,34,1,0.001281765,0.005711747,0
1889,0.104560008,24,1,0.004356667,0.019413996,0
1890,0,54,1,0,0,0
1891,0.03525,24,1,0.00146875,0.006544982,0
1892,0.066200006,34,1,0.001947059,0.008676402,0
1893,0.17703,24,1,0.00737625,0.032869734,0
1894,0.26447001,21,1,0.01259381,0.056120004,0
1895,0.064269975,77,1,0.000834675,0.003719443,0
1896,0.06285,24,1,0.00261875,0.011669563,0
1897,0.098379975,75,1,0.001311733,0.005845289,0
1898,0.00063,21,1,0.00003,0.000133685,0
1899,0.354100005,21,1,0.016861905,0.075139309,0
1900,0.002200002,21,1,0.000104762,0.000466836,0
1901,0.360060008,22,1,0.016366364,0.0729311,0
1902,0.115440036,92,1,0.001254783,0.005591511,0
1903,0.262749975,75,1,0.003503333,0.015611405,0
1904,0,22,1,0,0,0
1905,0.536380005,21,1,0.025541905,0.113818759,0
1906,0.000780001,21,1,3.71E-05,0.000165515,0
1907,0.46002999,21,1,0.02190619,0.097617439,0
1908,0.115570032,92,1,0.001256196,0.005597808,0
1909,0.104419994,74,1,0.001411081,0.006288,0
1910,0.000599999,21,1,2.86E-05,0.000127319,0
1911,0.684690006,21,1,0.032604286,0.145289843,0
1912,0.007779996,21,1,0.000370476,0.0016509,0
1913,0.506690008,22,1,0.023031364,0.102631392,0
1914,0.117969975,83,1,0.001421325,0.006333648,0
1915,0.148020018,67,1,0.002209254,0.009844784,0
1916,0,22,1,0,0,0
1917,0.47838,21,1,0.02278,0.101511274,0
1918,0.403259989,23,1,0.017533043,0.078130006,0
1919,0.002150001,21,1,0.000102381,0.000456226,0
1920,0.077529968,83,1,0.000934096,0.004162479,0
1921,0.301649991,23,1,0.013115217,0.058443476,0
1922,0.033100002,81,1,0.000408642,0.001820973,0
1923,0.14439999,30,1,0.004813333,0.021448971,0
1924,0.01845,30,1,0.000615,0.002740537,0
1925,0.00476,56,1,0.000085,0.000378773,0
1926,0.081040016,38,1,0.002132632,0.009503345,0
1927,0.0002,62,1,3.23E-06,1.43747E-05,0
1928,0.002220001,36,1,6.17E-05,0.000274797,0
1929,0.058940001,41,1,0.001437561,0.006405999,0
1930,0.194689992,28,1,0.006953214,0.030984619,0
1931,0.0621,32,1,0.001940625,0.008647731,0
1932,0.07296003,66,1,0.001105455,0.004926082,0
1933,0,17,1,0,0,0
1934,0.128260008,18,1,0.007125556,0.031752602,0
1935,0.0002,49,1,4.08E-06,1.81884E-05,0
1936,0.030980004,22,1,0.001408182,0.006275081,0
1937,0.0002,120,1,1.67E-06,7.42694E-06,0
1938,0.178269987,69,1,0.002583623,0.011513032,0
1939,0.0002,50,1,0.000004,1.78246E-05,0
1940,0.001010001,14,1,7.21E-05,0.00032148,0
1941,0.00101,22,1,4.59E-05,0.000204578,0
1942,0,8,1,0,0,0
1943,0.0002,55,1,3.64E-06,1.62042E-05,0
1944,0,55,1,0,0,0
1945,0.006590003,75,1,8.79E-05,0.000391548,0
1946,0.045920028,154,1,0.000298182,0.001328746,0
1947,0.055270008,18,1,0.003070556,0.013682882,0
1948,0.060139989,81,1,0.000742469,0.003308559,0
1949,0.002529996,21,1,0.000120476,0.00053686,0
1950,0.002429994,21,1,0.000115714,0.00051564,0
1951,0,46,1,0,0,0
1952,0,47,1,0,0,0
1953,0,23,1,0,0,0
1954,0,23,1,0,0,0
1955,0,30,1,0,0,0
1956,0,44,1,0,0,0
1957,0,49,1,0,0,0
1958,0,35,1,0,0,0
1959,0,30,1,0,0,0
1960,0.0002,76,1,2.63E-06,1.17267E-05,0
1961,0.0002,64,1,3.13E-06,1.39255E-05,0
1962,0,48,1,0,0,0
1963,0,33,1,0,0,0
1964,0,31,1,0,0,0
1965,0,64,1,0,0,0
1966,0,31,1,0,0,0
1967,0,15,1,0,0,0
1968,0,33,1,0,0,0
1969,0,19,1,0,0,0
1970,0,22,1,0,0,0
1971,0,2,1,0,0,0
1972,0.008740005,15,1,0.000582667,0.002596456,0
1973,0,26,1,0,0,0
1974,0,48,1,0,0,0
1975,0,31,1,0,0,0
1976,0,40,1,0,0,0
1977,0,26,1,0,0,0
1978,0.002260003,54,1,4.19E-05,0.000186499,0
1979,0.00662,16,1,0.00041375,0.001843735,0
1980,0.025669992,24,1,0.001069583,0.004766231,0
1981,0.024839946,162,1,0.000153333,0.000683276,0
1982,0.027340012,38,1,0.000719474,0.00320609,0
1983,0.001349999,22,1,6.14E-05,0.000273446,0
1984,0.121430001,21,1,0.005782381,0.025767202,0
1985,0.166690016,32,1,0.005209063,0.023212407,0
1986,0.03195,6,1,0.005325,0.02372904,0
1987,0.052230016,32,1,0.001632188,0.007273287,0
1988,0.033130006,29,1,0.001142414,0.005090777,0
1989,0.09270998,55,1,0.001685636,0.00751146,0
1990,0.253980012,33,1,0.007696364,0.034296212,0
1991,0.130200027,57,1,0.002284211,0.010178805,0
1992,0.39756999,30,1,0.013252333,0.059054487,0
1993,0.085620024,51,1,0.001678824,0.007481105,0
1994,0.03772001,29,1,0.00130069,0.00579608,0
1995,0.18774,32,1,0.005866875,0.026143721,0
1996,0.003490005,29,1,0.000120345,0.000536276,0
1997,0.014999983,59,1,0.000254237,0.00113292,0
1998,0.404010011,31,1,0.013032581,0.058075237,0
1999,0.009160008,33,1,0.000277576,0.001236922,0
2000,0,118,1,0,0,0
2001,0.01815999,30,1,0.000605333,0.002697459,0
2002,0.514069993,31,1,0.016582903,0.073896032,0
2003,0.5859,112,1,0.00523125,0.023311275,0
2004,0.052710016,32,1,0.001647188,0.00734013,0
2005,0.06972999,66,1,0.001056515,0.004707998,0
2006,0.038850016,32,1,0.001214063,0.005410056,0
2007,0.098470001,17,1,0.005792353,0.025811639,0
2008,0.005439987,27,1,0.000201481,0.000897831,0
2009,0.05864001,26,1,0.002255385,0.010050351,0
2010,0.00095,5,1,0.00019,0.00084667,0
2011,0.039589988,29,1,0.001365172,0.006083422,0
2012,0.047729994,26,1,0.001835769,0.008180476,0
2013,0.16978,50,1,0.0033956,0.015131329,0
2014,0.18685,25,1,0.007474,0.033305323,0
2015,0.008689998,23,1,0.000377826,0.001683652,0
2016,0.004749998,53,1,8.96E-05,0.000399372,0
2017,0.032999981,49,1,0.000673469,0.003001084,0
2018,0.00499,40,1,0.00012475,0.000555906,0
2019,0.00229,27,1,8.48E-05,0.000377948,0
2020,0.003159996,12,1,0.000263333,0.001173453,0
2021,0.006259995,49,1,0.000127755,0.000569296,0
2022,0.008150004,17,1,0.000479412,0.002136336,0
2023,0.01100001,30,1,0.000366667,0.001633926,0
2024,0.004160002,34,1,0.000122353,0.000545224,0
2025,0.00771,40,1,0.00019275,0.000858924,0
2026,0.008750023,61,1,0.000143443,0.000639205,0
2027,0.040250018,38,1,0.001059211,0.004720011,0
2028,0.232930005,21,1,0.011091905,0.049427279,0
2029,0.19835001,90,1,0.002203889,0.009820877,0
2030,0.61193,22,1,0.027815,0.123948029,0
2031,0.919370053,161,1,0.005710373,0.025446323,0
2032,0.190799994,77,1,0.002477922,0.011042011,0
2033,0.471010008,24,1,0.019625417,0.087453955,0
2034,0.225840013,161,1,0.001402733,0.0062508,0
2035,0.28964,20,1,0.014482,0.064534077,0
2036,0.120880068,159,1,0.000760252,0.003387803,0
2037,0.26281,20,1,0.0131405,0.058556141,0
2038,0.005419988,28,1,0.000193571,0.000862583,0
2039,0.0104,25,1,0.000416,0.001853762,0
2040,0.016850025,53,1,0.000317925,0.001416724,0
2041,0.09926001,45,1,0.002205778,0.009829295,0
2042,0.059930017,59,1,0.001015763,0.0045264,0
2043,0.373240008,24,1,0.015551667,0.069300682,0
2044,0.01961001,45,1,0.000435778,0.001941896,0
2045,0.075810007,61,1,0.001242787,0.005538055,0
2046,0.142340004,27,1,0.005271852,0.023492204,0
2047,0.011419993,61,1,0.000187213,0.000834251,0
2048,0.026869986,66,1,0.000407121,0.001814195,0
2049,0.077380004,29,1,0.002668276,0.011890259,0
2050,0,10,1,0,0,0
2051,0.031830008,56,1,0.000568393,0.002532849,0
2052,0.083729976,66,1,0.001268636,0.005653242,0
2053,0.02608,10,1,0.002608,0.011621659,0
2054,0.018189989,29,1,0.000627241,0.002795085,0
2055,0.00038,10,1,0.000038,0.000169334,0
2056,0.188220018,67,1,0.002809254,0.012518479,0
2057,0.294270011,31,1,0.009492581,0.042300439,0
2058,0.00031,22,1,1.41E-05,6.27913E-05,0
2059,0.0002,73,1,2.74E-06,1.22087E-05,0
2060,0.0002,22,1,9.09E-06,4.05105E-05,0
2061,0.030600003,21,1,0.001457143,0.006493259,0
2062,0.06741,90,1,0.000749,0.003337662,0
2063,0.254680008,22,1,0.011576364,0.051586105,0
2064,0.308200032,84,1,0.003669048,0.016349857,0
2065,0.65793,84,1,0.0078325,0.034902856,0
2066,0.282380007,21,1,0.013446667,0.05992047,0
2067,0.790349994,21,1,0.037635714,0.16771068,0
2068,0.61499,89,1,0.00691,0.03079205,0
2069,0.44263,125,1,0.00354104,0.015779433,0
2070,1.129039992,18,1,0.062724444,0.279510019,0
2071,0.234529989,29,1,0.008087241,0.036038022,0
2072,0.370649986,133,1,0.002786842,0.012418608,0
2073,0.288640044,126,1,0.002290794,0.01020814,0
2074,1.05947001,30,1,0.035315667,0.157372184,0
2075,0.0002,22,1,9.09E-06,4.05105E-05,0
2076,0,39,1,0,0,0
2077,0.11974999,29,1,0.00412931,0.018400857,0
2078,0.14702004,90,1,0.001633556,0.007279383,0
2079,0.294250005,21,1,0.014011905,0.06243926,0
2080,0.137110008,84,1,0.001632262,0.007273617,0
2081,0.199740009,21,1,0.009511429,0.042384428,0
2082,0.188449968,84,1,0.002243452,0.009997176,0
2083,0.25947999,22,1,0.011794545,0.052558353,0
2084,0.70404003,90,1,0.007822667,0.034859038,0
2085,1.399840002,18,1,0.077768889,0.34655044,0
2086,0.43082,125,1,0.00344656,0.015358415,0
2087,0.213779944,133,1,0.001607368,0.007162685,0
2088,0.20741001,30,1,0.006913667,0.030808391,0
2089,0.18645,125,1,0.0014916,0.006646805,0
2090,0.75025001,29,1,0.02587069,0.115283877,0
2091,0.011970014,49,1,0.000244286,0.001088577,0
2092,0.058379994,27,1,0.002162222,0.009635202,0
2093,0.118410012,28,1,0.004228929,0.018844775,0
2094,0.07202,26,1,0.00277,0.012343557,0
2095,0.015940005,15,1,0.001062667,0.004735412,0
2096,0.007819994,13,1,0.000601538,0.002680548,0
2097,0.011620015,55,1,0.000211273,0.000941466,0
2098,0.01749,40,1,0.00043725,0.001948455,0
2099,0.051329982,38,1,0.001350789,0.006019329,0
2100,0.020760012,26,1,0.000798462,0.003558073,0
2101,0.00748,5,1,0.001496,0.006666412,0
2102,0.01431,12,1,0.0011925,0.005313968,0
2103,0.063039988,62,1,0.001016774,0.004530905,0
2104,0.025930014,33,1,0.000785758,0.003501462,0
2105,0.023490005,55,1,0.000427091,0.001903185,0
2106,0.02234001,33,1,0.00067697,0.003016685,0
2107,0.012500006,62,1,0.000201613,0.000898419,0
2108,0.011149985,35,1,0.000318571,0.001419603,0
2109,0.021640015,31,1,0.000698065,0.003110688,0
2110,0.01605,25,1,0.000642,0.002860853,0
2111,0.00183,5,1,0.000366,0.001630954,0
2112,0.04681,20,1,0.0023405,0.010429637,0
2113,0.011269995,55,1,0.000204909,0.000913107,0
2114,0.05721,50,1,0.0011442,0.005098736,0
2115,0.120089996,67,1,0.001792388,0.007987164,0
2116,0.061150011,31,1,0.001972581,0.008790132,0
2117,0.011889999,9,1,0.001321111,0.005887079,0
2118,0.027030003,21,1,0.001287143,0.005735712,0
2119,0.001229999,21,1,5.86E-05,0.000261003,0
2120,0.03496999,22,1,0.001589545,0.007083263,0
2121,0.013220016,34,1,0.000388824,0.001732661,0
2122,0.0002,22,1,9.09E-06,4.05105E-05,0
2123,0.16161,48,1,0.003366875,0.015003326,0
2124,0.06065,25,1,0.002426,0.010810639,0
2125,0.148249998,93,1,0.001594086,0.007103499,0
2126,0.001509998,48,1,3.15E-05,0.000140183,0
2127,0.034000008,28,1,0.001214286,0.00541105,0
2128,0.004670001,27,1,0.000172963,0.00077075,0
2129,0,27,1,0,0,0
2130,0.036839992,28,1,0.001315714,0.005863029,0
2131,0.007590016,32,1,0.000237188,0.001056947,0
2132,0,30,1,0,0,0
2133,0.00443,97,1,4.57E-05,0.000203513,0
2134,0.008849993,37,1,0.000239189,0.001065864,0
2135,0,10,1,0,0,0
2136,0.000820002,76,1,1.08E-05,4.80797E-05,0
2137,0.0002,46,1,4.35E-06,1.93746E-05,0
2138,0.005840016,52,1,0.000112308,0.000500462,0
2139,0.02066,50,1,0.0004132,0.001841284,0
2140,0.027039996,17,1,0.001590588,0.007087911,0
2141,0.519570024,53,1,0.009803208,0.043684642,0
2142,0.00441,52,1,8.48E-05,0.000377916,0
2143,0.00792,25,1,0.0003168,0.001411711,0
2144,0.00737001,51,1,0.00014451,0.000643959,0
2145,0.027659997,29,1,0.000953793,0.004250252,0
2146,0.0023,50,1,0.000046,0.000204983,0
2147,0.0065,26,1,0.00025,0.001114039,0
2148,0.26364,52,1,0.00507,0.02259272,0
2149,0.00061,28,1,2.18E-05,9.70805E-05,0
2150,0.015569996,52,1,0.000299423,0.001334276,0
2151,0.011719988,28,1,0.000418571,0.001865218,0
2152,0.00064,50,1,0.0000128,5.70388E-05,0
2153,0.004149992,28,1,0.000148214,0.000660465,0
2154,0.10807002,51,1,0.00211902,0.009442687,0
2155,0.001,50,1,0.00002,8.91232E-05,0
2156,0.00522,29,1,0.00018,0.000802108,0
2157,0.00812,20,1,0.000406,0.0018092,0
2158,0.00131,5,1,0.000262,0.001167513,0
2159,0.0002,50,1,0.000004,1.78246E-05,0
2160,0.008329984,52,1,0.000160192,0.000713841,0
2161,0.0002,39,1,5.13E-06,2.28521E-05,0
2162,0.009230004,36,1,0.000256389,0.00114251,0
2163,0,37,1,0,0,0
2164,0,31,1,0,0,0
2165,0.00105,55,1,1.91E-05,8.50721E-05,0
2166,0,32,1,0,0,0
2167,0.0002,30,1,6.67E-06,2.97077E-05,0
2168,0,28,1,0,0,0
2169,0.00231,42,1,0.000055,0.000245089,0
2170,0.0002,36,1,5.56E-06,2.47565E-05,0
2171,0.000479999,26,1,1.85E-05,8.22674E-05,0
2172,0.005899983,37,1,0.000159459,0.000710574,0
2173,0.00542,40,1,0.0001355,0.000603809,0
2174,0.00296001,27,1,0.00010963,0.000488529,0
2175,0.00049,40,1,0.00001225,5.45879E-05,0
2176,0.0002,25,1,0.000008,3.56493E-05,0
2177,0.013999986,37,1,0.000378378,0.001686112,0
2178,0.198420011,37,1,0.005362703,0.023897051,0
2179,0.00578,16,1,0.00036125,0.001609787,0
2180,0.018180015,41,1,0.000443415,0.001975927,0
2181,0.00055,29,1,1.90E-05,8.45133E-05,0
2182,0,37,1,0,0,0
2183,0.02904002,58,1,0.00050069,0.002231154,0
2184,0.06523,8,1,0.00815375,0.036334397,0
2185,0.011720005,11,1,0.001065455,0.004747836,0
2186,0.063009996,28,1,0.002250357,0.010027946,0
2187,0.020270007,27,1,0.000750741,0.00334542,0
2188,0.225230022,59,1,0.003817458,0.017011195,0
2189,0.098089992,26,1,0.003772692,0.016811711,0
2190,0.09639999,45,1,0.002142222,0.009546079,0
2191,0.060910005,29,1,0.002100345,0.009359469,0
2192,0.030550005,45,1,0.000678889,0.003025237,0
2193,0.084499996,28,1,0.003017857,0.013448047,0
2194,0.033569997,59,1,0.000568983,0.002535478,0
2195,0.033569991,27,1,0.001243333,0.005540488,0
2196,0.03537,45,1,0.000786,0.00350254,0
2197,0.05008998,60,1,0.000834833,0.003720148,0
2198,0.01514001,30,1,0.000504667,0.002248876,0
2199,0.050240006,29,1,0.001732414,0.00771991,0
2200,0.0441,49,1,0.0009,0.004010542,0
2201,0.021279995,11,1,0.001934545,0.008620638,0
2202,0.002230001,51,1,4.37E-05,0.000194848,0
2203,0.02259999,29,1,0.00077931,0.003472728,0
2204,0.010350003,19,1,0.000544737,0.002427434,0
2205,0.011190004,28,1,0.000399643,0.001780872,0
2206,0.00282,47,1,0.00006,0.000267369,0
2207,0.00298,32,1,0.000093125,0.00041498,0
2208,0.056180007,27,1,0.002080741,0.00927211,0
2209,0.18316998,42,1,0.00436119,0.019434151,0
2210,0.0238,32,1,0.00074375,0.003314267,0
2211,0.0002,27,1,7.41E-06,3.30086E-05,0
2212,0.05285001,30,1,0.001761667,0.007850266,0
2213,0.014289992,23,1,0.000621304,0.002768629,0
2214,0.025459992,18,1,0.001414444,0.006302986,0
2215,0.015289988,28,1,0.000546071,0.002433379,0
2216,0.00923001,30,1,0.000307667,0.001371013,0
2217,0.092719983,41,1,0.002261463,0.010077436,0
2218,0.00044,28,1,1.57E-05,7.00254E-05,0
2219,0.010880001,27,1,0.000402963,0.001795667,0
2220,0.001650002,38,1,4.34E-05,0.000193491,0
2221,0,28,1,0,0,0
2222,0,27,1,0,0,0
2223,0.000750001,27,1,2.78E-05,0.000123782,0
2224,0.03191001,22,1,0.001450455,0.006463456,0
2225,0.000430001,22,1,1.95E-05,8.70978E-05,0
2226,0.020389992,21,1,0.000970952,0.004326715,0
2227,0.070880004,39,1,0.001817436,0.008098782,0
2228,0,21,1,0,0,0
2229,0.007529995,29,1,0.000259655,0.001157064,0
2230,0.01302,70,1,0.000186,0.000828845,0
2231,0.521240004,18,1,0.028957778,0.129040428,0
2232,0,43,1,0,0,0
2233,0,12,1,0,0,0
2234,0.0002,61,1,3.28E-06,1.46104E-05,0
2235,0,43,1,0,0,0
2236,0,59,1,0,0,0
2237,0,14,1,0,0,0
2238,0,6,1,0,0,0
2239,0,59,1,0,0,0
2240,0.0002,49,1,4.08E-06,1.81884E-05,0
2241,0,28,1,0,0,0
2242,0,28,1,0,0,0
2243,0.0002,21,1,9.52E-06,4.24396E-05,0
2244,0.0002,22,1,9.09E-06,4.05105E-05,0
2245,0.0002,39,1,5.13E-06,2.28521E-05,0
2246,0.0002,41,1,4.88E-06,2.17374E-05,0
2247,0.0002,20,1,1.00E-05,4.45616E-05,0
2248,0.00128,28,1,4.57E-05,0.00020371,0
2249,0.00026,26,1,1.00E-05,4.45616E-05,0
2250,0.0002,53,1,3.77E-06,1.68157E-05,0
2251,0.015030004,29,1,0.000518276,0.00230952,0
2252,0,26,1,0,0,0
2253,0.00132,47,1,2.81E-05,0.000125152,0
2254,0.000289999,28,1,1.04E-05,4.61529E-05,0
2255,0.00574002,52,1,0.000110385,0.000491893,0
2256,0.002929992,26,1,0.000112692,0.000502173,0
2257,0.00964999,31,1,0.00031129,0.001387157,0
2258,0.004690008,27,1,0.000173704,0.000774052,0
2259,0.020569993,61,1,0.000337213,0.001502674,0
2260,0.03927999,30,1,0.001309333,0.005834594,0
2261,0.009100002,6,1,0.001516667,0.006758507,0
2262,0.06502,25,1,0.0026008,0.011589575,0
2263,0.03094,20,1,0.001547,0.006893676,0
2264,0.04851,18,1,0.002695,0.012009345,0
2265,0.01530999,30,1,0.000510333,0.002274124,0
2266,0.005180002,34,1,0.000152353,0.000678909,0
2267,0.170460004,13,1,0.013112308,0.058430513,0
2268,0.137230002,91,1,0.001508022,0.006719984,0
2269,0.19707,24,1,0.00821125,0.036590626,0
2270,0.418860025,85,1,0.004927765,0.021958898,0
2271,0.137019993,23,1,0.005957391,0.026547074,0
2272,0.274710009,21,1,0.013081429,0.058292912,0
2273,0.323260032,92,1,0.003513696,0.015657584,0
2274,0.27979,20,1,0.0139895,0.062339419,0
2275,0.013489987,47,1,0.000287021,0.001279011,0
2276,0.183400001,79,1,0.002321519,0.010345055,0
2277,0.098399999,47,1,0.002093617,0.009329488,0
2278,0.204949998,99,1,0.002070202,0.009225147,0
2279,0.42382,25,1,0.0169528,0.075544352,0
2280,0.065609974,79,1,0.000830506,0.003700866,0
2281,0,12,1,0,0,0
2282,0.001500001,38,1,3.95E-05,0.000175901,0
2283,0.11519,100,1,0.0011519,0.005133048,0
2284,0.000979999,19,1,5.16E-05,0.000229844,0
2285,0.004629997,83,1,5.58E-05,0.000248578,0
2286,0.001459999,22,1,6.64E-05,0.000295727,0
2287,0.086280061,161,1,0.000535901,0.002388059,0
2288,0.025580002,23,1,0.001112174,0.004956023,0
2289,0.448650016,32,1,0.014020313,0.062476727,0
2290,0.099120066,157,1,0.000631338,0.002813342,0
2291,0.312279991,19,1,0.016435789,0.073240469,0
2292,0.168990003,13,1,0.012999231,0.057926624,0
2293,0.00145,22,1,6.59E-05,0.000293701,0
2294,0.0002,25,1,0.000008,3.56493E-05,0
2295,0.10660001,22,1,0.004845455,0.021592112,0
2296,0.271979988,84,1,0.003237857,0.014428402,0
2297,0.125820002,22,1,0.005719091,0.025485172,0
2298,0.13851999,21,1,0.00659619,0.029393663,0
2299,0.491030001,29,1,0.016932069,0.075451971,0
2300,0.605169975,75,1,0.008068933,0.035956439,0
2301,0.229980024,72,1,0.003194167,0.014233712,0
2302,0.257099994,18,1,0.014283333,0.063648786,0
2303,0.522379987,29,1,0.018013103,0.080269229,0
2304,0.052519996,73,1,0.000719452,0.003205992,0
2305,0.000240001,14,1,1.71E-05,7.63915E-05,0
2306,0.132460005,67,1,0.001977015,0.008809891,0
2307,0.004700003,70,1,6.71E-05,0.000299199,0
2308,0.117040008,24,1,0.004876667,0.021731198,0
2309,0.0002,51,1,3.92E-06,1.74751E-05,0
2310,0.0002,46,1,4.35E-06,1.93746E-05,0
2311,0.0002,51,1,3.92E-06,1.74751E-05,0
2312,0,46,1,0,0,0
2313,0.0002,155,1,1.29E-06,5.74987E-06,0
2314,0.080940006,27,1,0.002997778,0.013358572,0
2315,0.36154001,26,1,0.013905385,0.06196459,0
2316,0.213269994,21,1,0.010155714,0.045255464,0
2317,0.552080004,84,1,0.006572381,0.029287567,0
2318,0.27714,30,1,0.009238,0.041165986,0
2319,0.18438997,73,1,0.00252589,0.011255764,0
2320,0.247890024,72,1,0.003442917,0.015342181,0
2321,0.296789994,18,1,0.016488333,0.073474613,0
2322,0.397109992,29,1,0.013693448,0.061020165,0
2323,0.196429966,74,1,0.002654459,0.011828688,0
2324,0,42,1,0,0,0
2325,0,42,1,0,0,0
2326,0,47,1,0,0,0
2327,0.032250002,23,1,0.001402174,0.006248309,0
2328,0.06558,80,1,0.00081975,0.003652935,0
2329,0.00121,22,1,0.000055,0.000245089,0
2330,0.01824,50,1,0.0003648,0.001625606,0
2331,0,47,1,0,0,0
2332,0.01146,80,1,0.00014325,0.000638345,0
2333,0.030160014,157,1,0.000192102,0.000856037,0
2334,0.320610016,32,1,0.010019063,0.044646526,0
2335,0.051409998,18,1,0.002856111,0.012727281,0
2336,0.044520032,139,1,0.000320288,0.001427254,0
2337,0.0002,46,1,4.35E-06,1.93746E-05,0
2338,0,3,1,0,0,0
2339,0,5,1,0,0,0
2340,0,7,1,0,0,0
2341,0,27,1,0,0,0
2342,0.0002,77,1,2.60E-06,1.15744E-05,0
2343,0,28,1,0,0,0
2344,0.0002,28,1,7.14E-06,3.18297E-05,0
2345,0.0002,76,1,2.63E-06,1.17267E-05,0
2346,0,27,1,0,0,0
2347,0.0002,51,1,3.92E-06,1.74751E-05,0
2348,0,20,1,0,0,0
2349,0,23,1,0,0,0
2350,0.0002,21,1,9.52E-06,4.24396E-05,0
2351,0.00366,75,1,0.0000488,0.00021746,0
2352,0,23,1,0,0,0
2353,0,22,1,0,0,0
2354,0,21,1,0,0,0
2355,0.659439969,69,1,0.009557101,0.04258795,0
2356,0.176880005,23,1,0.007690435,0.034269792,0
2357,0.15594999,35,1,0.004455714,0.019855365,0
2358,0.002220001,35,1,6.34E-05,0.000282648,0
2359,0.00294,33,1,8.91E-05,0.000397003,0
