road_id,cluster_id
698,24
703,20
706,20
708,20
713,6
714,6
720,6
722,24
723,6
725,24
729,16
730,16
731,16
732,16
733,16
734,16
735,16
736,16
737,16
738,16
739,16
740,16
741,16
742,16
743,16
744,16
745,16
746,16
747,16
748,16
749,16
750,16
751,22
752,22
753,22
754,16
755,22
756,16
757,22
758,22
759,22
760,22
761,22
762,22
763,16
764,16
765,22
766,22
767,22
768,22
769,9
770,16
771,9
772,12
773,12
774,9
775,9
776,12
777,9
778,9
779,9
780,9
781,22
782,9
783,9
784,9
785,9
786,9
787,9
788,9
789,9
790,9
791,9
792,9
793,9
794,9
795,9
796,9
798,27
799,27
800,27
801,27
802,27
803,27
804,27
805,27
806,23
807,23
808,23
809,27
810,23
811,27
812,23
813,27
814,23
815,27
816,27
817,23
818,23
819,23
820,23
821,23
822,23
823,23
824,23
825,23
826,23
827,28
828,28
829,28
830,28
831,28
832,28
833,28
834,28
835,28
836,28
837,23
838,28
839,23
840,23
841,23
842,23
843,23
844,23
845,23
846,23
847,23
848,23
849,23
850,23
851,23
852,23
853,23
854,23
855,23
856,29
857,23
858,23
859,23
860,16
861,16
862,16
863,16
864,16
865,16
866,16
867,16
868,16
869,16
870,16
871,16
872,16
873,16
874,23
875,27
876,27
877,27
878,13
879,22
880,13
881,22
882,13
883,13
884,22
885,13
886,22
887,22
888,19
889,19
890,19
891,19
892,19
893,19
894,19
895,22
896,22
897,19
898,22
899,8
900,21
901,22
902,21
903,22
904,21
905,21
906,22
907,21
908,21
909,24
910,21
911,21
913,21
914,3
915,24
916,24
917,3
918,3
919,24
920,3
921,24
922,3
925,3
926,15
927,3
928,15
929,3
930,15
931,3
932,15
933,3
934,15
935,3
936,15
937,15
938,3
939,3
940,3
942,3
943,15
944,15
945,3
946,3
947,15
948,3
949,15
950,3
951,15
952,3
953,15
954,3
955,15
956,15
957,3
958,3
959,15
960,15
961,3
962,3
963,15
964,15
965,3
966,3
967,17
969,3
970,15
971,3
972,15
973,3
974,15
975,3
976,15
977,3
978,15
979,15
980,15
983,15
985,17
986,15
987,17
988,17
989,17
990,17
991,20
993,17
994,17
996,17
999,17
1002,17
1003,17
1004,17
1005,17
1006,17
1007,17
1008,17
1009,17
1010,17
1011,17
1012,17
1013,17
1014,20
1015,17
1016,17
1017,20
1018,20
1021,20
1022,20
1023,20
1024,20
1025,20
1026,20
1027,20
1028,20
1029,20
1030,20
1031,20
1032,20
1033,20
1034,6
1035,6
1036,20
1037,6
1039,6
1041,6
1042,6
1043,6
1046,6
1047,6
1048,6
1049,6
1050,6
1051,6
1052,6
1053,6
1054,6
1057,6
1059,6
1061,6
1063,6
1064,20
1067,6
1069,6
1070,6
1071,6
1072,6
1075,6
1076,6
1077,6
1078,6
1080,6
1082,6
1084,6
1086,6
1087,24
1088,6
1090,6
1092,6
1094,6
1095,6
1097,6
1098,6
1099,6
1100,6
1102,6
1106,24
1107,24
1108,24
1111,24
1115,24
1116,24
1117,24
1119,24
1120,24
1122,24
1123,24
1124,24
1125,24
1134,32
1135,32
1138,32
1139,32
1143,38
1145,32
1146,32
1149,32
1152,32
1156,32
1162,32
1163,32
1165,38
1167,32
1168,32
1170,38
1173,32
1179,38
1184,5
1185,5
1186,9
1187,5
1188,9
1189,4
1190,9
1192,9
1193,4
1194,4
1195,4
1196,7
1197,9
1198,7
1199,4
1200,7
1201,7
1202,7
1203,7
1204,7
1205,31
1206,31
1208,31
1209,31
1210,23
1211,23
1212,23
1213,16
1214,16
1215,16
1216,23
1217,29
1218,0
1219,29
1220,29
1221,10
1223,29
1224,29
1225,29
1226,23
1227,23
1228,23
1229,29
1230,23
1232,20
1240,24
1241,6
1244,27
1245,27
1246,27
1247,27
1248,27
1249,17
1251,32
1252,32
1253,15
1255,32
1256,17
1257,15
1262,17
1263,30
1264,15
1266,23
1267,23
1268,23
1269,23
1270,23
1271,23
1273,23
1274,23
1275,23
1276,23
1277,26
1278,23
1279,23
1280,26
1281,23
1282,26
1283,23
1284,23
1285,23
1287,34
1288,27
1289,34
1290,27
1291,28
1292,34
1293,28
1296,27
1297,27
1298,27
1299,27
1300,27
1301,27
1302,27
1303,27
1304,16
1305,16
1306,23
1307,16
1308,16
1309,0
1310,29
1311,10
1312,18
1313,29
1314,18
1315,29
1316,29
1317,29
1318,9
1319,9
1320,14
1321,9
1322,9
1323,9
1324,9
1325,9
1326,9
1327,1
1328,7
1329,9
1330,7
1331,2
1332,29
1333,29
1334,29
1343,38
1353,17
1354,30
1355,30
1357,30
1358,30
1359,30
1360,15
1361,15
1362,15
1364,30
1365,30
1366,30
1369,28
1370,28
1372,28
1373,28
1374,28
1375,27
1376,27
1377,28
1378,28
1379,27
1381,27
1383,27
1384,27
1385,27
1386,27
1387,33
1388,33
1389,33
1391,33
1393,33
1394,33
1395,33
1397,33
1398,30
1401,30
1402,15
1403,15
1404,23
1405,23
1406,23
1407,23
1408,23
1409,26
1410,27
1411,27
1412,23
1413,23
1414,23
1415,23
1416,23
1417,27
1418,27
1419,16
1420,16
1421,16
1422,16
1423,16
1424,16
1425,16
1426,16
1427,16
1428,25
1429,25
1430,28
1431,28
1432,28
1433,28
1434,11
1439,9
1440,9
1441,14
1442,14
1443,14
1444,9
1445,11
1446,9
1447,1
1448,9
1449,9
1450,2
1451,16
1452,19
1453,23
1454,23
1455,23
1456,23
1457,23
1458,23
1460,6
1462,28
1463,28
1466,28
1467,28
1469,28
1470,28
1472,23
1473,28
1474,28
1475,23
1476,9
1477,9
1478,5
1479,9
1480,9
1481,9
1482,2
1483,9
1484,1
1485,9
1486,7
1487,2
1488,9
1489,23
1490,28
1491,28
1492,28
1493,23
1494,28
1495,23
1496,23
1497,23
1498,23
1499,28
1500,23
1501,23
1502,23
1503,23
1504,23
1505,23
1506,23
1507,23
1508,23
1509,23
1510,28
1511,23
1512,28
1513,23
1514,23
1515,23
1516,29
1517,29
1518,23
1519,29
1520,29
1521,29
1522,29
1523,29
1524,29
1525,29
1526,29
1527,29
1528,16
1529,16
1530,29
1531,23
1532,23
1533,23
1534,29
1535,16
1536,23
1537,29
1538,23
1539,23
1540,23
1541,23
1542,23
1543,23
1544,23
1545,23
1546,23
1547,16
1548,23
1549,16
1550,23
1551,16
1552,23
1553,16
1554,23
1555,23
1556,16
1557,23
1558,16
1559,23
1560,16
1561,23
1562,16
1563,22
1564,23
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,22
1572,16
1573,22
1574,16
1575,16
1576,16
1577,16
1578,16
1579,16
1580,16
1581,16
1582,16
1583,16
1584,16
1585,22
1586,16
1587,22
1588,16
1589,16
1590,22
1591,16
1592,16
1593,9
1594,16
1595,9
1596,9
1597,9
1598,9
1599,9
1600,9
1601,9
1602,9
1603,9
1604,9
1605,9
1606,9
1607,9
1608,9
1609,9
1610,13
1611,9
1612,13
1613,9
1614,13
1615,13
1616,9
1617,13
1618,14
1619,13
1620,9
1621,13
1622,13
1623,9
1624,9
1625,13
1626,29
1627,30
1628,15
1631,17
1632,17
1633,17
1634,17
1635,17
1636,17
1637,17
1638,17
1639,17
1640,26
1641,23
1642,26
1643,23
1644,26
1645,28
1646,23
1647,23
1648,23
1649,23
1650,23
1651,26
1652,23
1654,29
1655,18
1656,29
1657,18
1658,18
1659,22
1660,18
1661,18
1662,18
1663,18
1664,22
1665,22
1666,22
1667,22
1668,22
1669,22
1670,22
1671,22
1672,22
1673,22
1674,22
1675,22
1676,22
1677,22
1678,22
1679,22
1680,22
1682,22
1683,22
1684,22
1685,22
1686,22
1687,22
1688,22
1689,22
1690,22
1691,22
1692,22
1693,22
1694,22
1695,22
1696,22
1697,22
1698,22
1699,22
1700,22
1701,22
1702,22
1703,22
1704,22
1705,22
1706,22
1707,22
1708,22
1709,22
1710,22
1711,22
1712,22
1713,22
1714,22
1715,22
1716,22
1717,22
1718,22
1719,22
1720,22
1721,22
1722,22
1723,22
1724,22
1725,22
1727,22
1728,22
1729,22
1730,22
1731,22
1732,22
1733,22
1734,22
1735,22
1736,22
1737,22
1738,22
1739,29
1740,23
1741,29
1742,29
1743,29
1744,29
1745,29
1746,29
1747,29
1748,29
1749,29
1750,29
1751,29
1752,29
1753,29
1754,29
1755,29
1756,29
1757,29
1758,29
1759,16
1760,16
1761,29
1762,29
1763,29
1764,29
1765,16
1766,27
1767,27
1768,23
1769,16
1770,16
1771,16
1772,16
1773,16
1774,27
1775,27
1776,27
1777,16
1778,16
1779,11
1780,27
1781,27
1782,36
1783,36
1784,27
1785,36
1786,27
1787,36
1788,36
1789,36
1790,36
1791,36
1794,36
1795,36
1797,36
1800,6
1802,33
1803,22
1804,22
1805,22
1806,22
1807,22
1808,22
1809,22
1810,22
1811,22
1812,22
1813,22
1814,22
1815,19
1816,22
1817,22
1818,22
1819,19
1820,19
1821,22
1822,22
1823,22
1825,22
1826,19
1827,19
1828,22
1829,19
1830,22
1831,22
1832,19
1833,22
1834,22
1835,22
1836,19
1837,22
1838,19
1839,22
1840,24
1841,22
1842,19
1843,24
1844,24
1845,24
1846,21
1847,24
1848,24
1849,24
1851,21
1852,24
1853,24
1854,24
1855,21
1856,24
1857,24
1858,24
1859,24
1860,3
1861,24
1862,3
1863,24
1864,24
1865,24
1866,24
1867,24
1868,15
1869,24
1870,15
1872,24
1873,15
1874,24
1876,24
1877,15
1878,15
1879,24
1880,24
1881,15
1882,24
1883,15
1885,15
1886,15
1887,15
1888,15
1889,15
1891,15
1892,15
1893,15
1894,17
1895,15
1896,15
1897,15
1898,17
1899,17
1900,17
1901,17
1902,15
1903,15
1905,17
1906,17
1907,17
1908,15
1909,15
1910,17
1911,17
1912,15
1913,17
1914,15
1915,15
1916,17
1917,17
1918,17
1919,17
1920,15
1921,3
1922,15
1923,23
1924,29
1925,29
1926,23
1928,29
1929,23
1930,23
1931,23
1932,23
1934,35
1936,15
1938,15
1940,17
1941,30
1945,30
1946,15
1947,15
1948,15
1949,30
1950,30
1958,38
1972,35
1978,29
1979,29
1980,29
1981,15
1982,15
1983,24
1984,15
1985,16
1986,16
1987,27
1988,27
1989,27
1990,16
1991,16
1992,27
1993,27
1994,27
1995,16
1996,27
1997,27
1998,11
1999,27
2001,27
2002,23
2003,23
2004,23
2005,23
2006,29
2007,10
2008,29
2009,23
2010,29
2011,23
2012,23
2013,23
2014,23
2015,29
2016,29
2017,29
2018,29
2019,29
2020,29
2021,29
2022,29
2023,29
2024,29
2025,29
2026,29
2027,29
2028,14
2029,14
2030,13
2031,9
2032,9
2033,12
2034,22
2035,12
2036,22
2037,19
2038,23
2039,23
2040,23
2041,23
2042,23
2043,23
2044,23
2045,23
2046,23
2047,23
2048,26
2049,23
2051,26
2052,23
2053,23
2054,26
2055,26
2056,23
2057,26
2058,20
2061,22
2062,22
2063,14
2064,9
2065,9
2066,14
2067,11
2068,9
2069,9
2070,1
2071,9
2072,9
2073,16
2074,2
2077,9
2078,9
2079,14
2080,9
2081,9
2082,9
2083,9
2084,9
2085,1
2086,9
2087,9
2088,7
2089,9
2090,2
2091,29
2092,23
2093,23
2094,23
2095,29
2096,29
2097,29
2098,29
2099,29
2100,29
2101,29
2102,23
2103,29
2104,29
2105,29
2106,29
2107,29
2108,29
2109,29
2110,28
2111,29
2112,29
2113,27
2114,27
2115,27
2116,27
2117,27
2118,27
2119,27
2120,27
2121,27
2123,27
2124,27
2125,27
2126,27
2127,27
2128,28
2130,27
2131,27
2133,33
2134,28
2136,33
2138,28
2139,27
2140,27
2141,27
2142,28
2143,27
2144,27
2145,27
2146,33
2147,27
2148,27
2149,33
2150,27
2151,27
2152,33
2153,33
2154,27
2155,33
2156,33
2157,28
2158,28
2160,28
2162,28
2165,33
2169,28
2171,33
2172,28
2173,28
2174,28
2175,27
2177,28
2178,27
2179,28
2180,27
2181,27
2182,27
2183,23
2184,23
2185,23
2186,23
2187,23
2188,23
2189,23
2190,23
2191,23
2192,28
2193,23
2194,28
2195,23
2196,28
2197,28
2198,28
2199,28
2200,28
2201,28
2202,28
2203,28
2204,28
2205,28
2206,28
2207,28
2208,28
2209,28
2210,28
2212,23
2213,29
2214,29
2215,29
2216,29
2217,23
2218,29
2219,29
2220,29
2221,29
2223,29
2224,29
2225,29
2226,29
2227,16
2229,29
2230,29
2231,10
2248,34
2249,34
2251,28
2253,34
2254,34
2255,28
2256,28
2257,28
2258,28
2259,28
2260,23
2261,23
2262,23
2263,15
2264,15
2265,15
2266,15
2267,15
2268,16
2269,16
2270,16
2271,16
2272,1
2273,16
2274,16
2275,16
2276,16
2277,16
2278,16
2279,11
2280,16
2282,16
2283,16
2284,28
2285,28
2286,24
2287,22
2288,22
2289,21
2290,22
2291,8
2292,8
2293,22
2295,9
2296,9
2297,9
2298,9
2299,12
2300,12
2301,22
2302,12
2303,19
2304,22
2305,22
2306,20
2307,20
2308,20
2313,20
2314,27
2315,23
2316,16
2317,9
2318,12
2319,22
2320,22
2321,12
2322,22
2323,22
2327,15
2328,15
2329,30
2330,15
2332,15
2333,15
2334,15
2335,15
2336,15
2351,38
2355,9
2356,9
2357,9
2358,9
2359,9
2360,14
2361,11
2362,9
2364,9
2365,11
2366,11
2367,1
2368,16
2369,16
2370,16
2371,16
2372,16
2373,9
2374,9
2375,9
2376,9
2380,15
2383,30
2385,30
2386,15
2387,30
2388,15
2389,30
2391,15
2392,15
2394,30
2396,15
2397,15
2398,15
2399,15
2400,30
2401,30
2402,30
2403,30
2404,15
2405,30
2406,15
2407,15
2408,30
2409,15
2410,15
2411,15
2412,15
2414,15
2415,17
2416,15
2418,15
2419,17
2420,17
2422,17
2423,15
2424,17
2427,17
2428,17
2430,20
2431,17
2432,20
2433,20
2436,20
2437,20
2438,20
2441,15
2444,15
2445,20
2446,15
2447,20
2449,15
2450,20
2452,20
2454,20
2455,20
2462,20
2463,20
2466,20
2467,20
2477,20
2483,6
2485,20
2488,20
2495,6
2505,20
2508,20
2524,20
2527,20
2529,20
2530,20
2531,20
2533,20
2535,20
2541,32
2544,20
2548,20
2556,24
2559,24
2561,24
2562,24
2563,24
2567,32
2570,15
2571,30
2574,30
2576,30
2579,30
2580,30
2581,27
2582,27
2583,27
2584,27
2585,27
2587,27
2588,27
2589,27
2590,27
2592,27
2594,27
2596,15
2597,15
2599,29
2600,29
2601,29
2602,29
2603,29
2604,29
2605,29
2606,29
2607,29
2608,29
2609,29
2610,29
2611,29
2612,29
2613,29
2614,29
2615,29
2616,23
2617,29
2618,23
2619,29
2620,29
2621,29
2622,29
2623,33
2624,33
2625,33
2627,23
2628,27
2630,20
2632,24
2634,16
2635,29
2636,29
2637,29
2640,28
2641,9
2642,9
2644,32
2645,32
2646,28
2647,34
2648,28
2649,28
2650,34
2653,28
2654,34
2658,28
2659,27
2660,28
2662,28
2663,33
2664,33
2665,28
2666,33
2667,28
2669,33
2671,28
2672,28
2673,28
2674,28
2676,28
2677,28
2679,24
2680,24
2681,24
2682,8
2683,24
2684,8
2685,24
2686,24
2687,24
2688,28
2689,23
2690,28
2691,28
2692,28
2693,28
2694,28
2695,23
2696,28
2697,23
2698,23
2699,29
2700,29
2701,16
2702,16
2703,22
2704,22
2705,22
2706,0
2707,22
2708,12
2709,22
2710,22
2711,27
2712,27
2713,27
2714,27
2715,27
2716,27
2717,27
2718,27
2722,17
2724,15
2725,17
2727,17
2728,17
2729,20
2733,20
2735,17
2737,29
2738,29
2739,29
2740,29
2741,29
2742,27
2743,27
2744,27
2745,24
2746,24
2747,9
2748,9
2749,9
2750,9
2751,9
2752,9
2753,9
2754,1
2755,9
2756,11
2757,9
2758,11
2759,9
2760,9
2761,16
2763,20
2766,17
2773,20
2777,32
2778,15
2781,17
2782,17
2783,17
2784,17
2785,17
2786,17
2787,17
2788,17
2789,32
2790,32
2791,17
2792,32
2795,27
2796,27
2797,27
2798,16
2799,27
2800,11
2801,27
2802,27
2803,27
2804,8
2805,24
2806,15
2807,15
2808,8
2809,15
2810,15
2811,15
2812,24
2813,5
2814,9
2815,5
2816,9
2817,9
2818,17
2819,4
2820,4
2821,17
2822,28
2823,17
2824,17
2825,17
2826,27
2827,27
2828,27
2829,27
2830,16
2831,27
2832,11
2833,27
2834,27
2835,27
2836,27
2837,27
2838,27
2839,27
2842,27
2843,27
2844,36
2846,15
2847,15
2850,15
2853,15
2854,15
2857,20
2858,15
2860,20
2865,20
2866,20
2867,17
2870,16
2871,16
2872,23
2873,0
2874,23
2875,10
2876,18
2877,23
2878,23
2879,18
2880,29
2882,15
2884,20
2885,20
2891,20
2893,20
2894,20
2895,20
2896,20
2897,27
2898,16
2899,27
2901,27
2902,27
2904,27
2905,27
2906,27
2907,27
2908,25
2909,27
2910,27
2911,27
2912,27
2913,27
2914,17
2916,38
2918,15
2919,30
2920,15
2921,30
2922,30
2923,30
2924,17
2925,17
2926,17
2927,17
2928,17
2929,17
2930,32
2932,27
2933,27
2934,23
2935,27
2936,27
2937,23
2938,23
2939,23
2941,22
2942,22
2943,22
2944,22
2946,22
2947,22
2948,22
2949,22
2950,22
2957,16
2958,16
2959,0
2960,16
2961,10
2962,22
2963,18
2964,22
2967,33
2968,28
2969,23
2971,28
2972,28
2973,28
2974,28
2975,23
2976,26
2978,30
2979,17
2980,17
2981,17
2982,17
2983,15
2984,15
2985,15
2986,17
2987,17
2988,17
2993,16
2994,16
2995,16
2996,16
2997,16
2998,16
2999,16
3000,1
3001,16
3002,16
3003,28
3004,28
3005,28
3006,25
3007,28
3008,28
3009,28
3010,28
3011,11
3012,20
3017,20
3018,24
3024,17
3025,17
3026,17
3027,17
3028,30
3029,30
3030,30
3031,30
3032,30
3033,17
3034,17
3035,32
3036,32
3037,17
3040,32
3042,13
3043,13
3044,13
3045,13
3046,13
3047,13
3048,13
3049,22
3050,22
3051,22
3052,22
3053,22
3054,21
3055,21
3056,22
3057,22
3058,21
3059,22
3060,21
3061,22
3062,22
3063,21
3064,22
3065,22
3066,21
3067,22
3068,22
3069,24
3071,24
3072,24
3073,24
3074,24
3075,24
3076,8
3077,24
3078,24
3079,24
3080,8
3081,8
3082,8
3083,24
3084,15
3085,15
3086,15
3087,15
3088,15
3089,15
3090,15
3091,15
3092,15
3093,15
3094,15
3095,15
3096,15
3097,30
3098,30
3099,30
3100,30
3101,30
3102,30
3103,30
3104,30
3105,30
3106,30
3107,30
3108,15
3109,30
3110,30
3111,15
3113,30
3114,15
3115,30
3116,30
3117,15
3118,15
3119,15
3120,15
3122,15
3125,17
3126,17
3128,30
3129,15
3130,30
3131,15
3133,30
3134,30
3135,17
3136,30
3137,17
3138,17
3139,17
3140,17
3141,17
3142,17
3145,32
3149,0
3150,22
3151,0
3152,0
3153,28
3154,28
3155,28
3156,28
3157,34
3158,34
3160,28
3161,28
3162,28
3163,28
3164,28
3165,28
3166,23
3167,28
3168,28
3169,28
3170,28
3171,23
3172,9
3173,9
3174,9
3175,5
3176,9
3177,9
3178,9
3179,4
3180,9
3181,4
3182,9
3183,31
3184,31
3185,2
3186,31
3187,31
3191,28
3193,33
3194,33
3195,28
3196,28
3198,33
3199,33
3202,29
3203,10
3204,10
3205,23
3206,10
3207,29
3208,10
3209,29
3210,29
3211,10
3212,23
3213,23
3214,10
3215,10
3216,23
3217,10
3218,16
3219,10
3220,16
3222,10
3223,29
3224,10
3225,16
3226,0
3227,16
3228,0
3229,22
3230,22
3231,0
3232,0
3233,22
3234,0
3235,22
3236,0
3237,16
3238,0
3239,22
3240,0
3241,16
3242,0
3243,16
3244,0
3245,22
3246,12
3247,22
3248,22
3249,12
3250,22
3251,12
3252,12
3253,12
3254,22
3255,12
3256,9
3257,12
3258,9
3259,12
3260,22
3261,22
3262,12
3263,9
3264,9
3265,9
3266,12
3267,12
3268,9
3269,9
3270,12
3271,9
3272,9
3273,12
3274,30
3275,15
3276,30
3277,30
3278,15
3279,30
3280,30
3281,15
3282,30
3283,30
3284,30
3286,30
3287,30
3290,30
3291,30
3292,30
3293,15
3294,30
3295,30
3296,15
3298,15
3299,15
3300,15
3301,30
3302,15
3304,15
3305,15
3306,15
3307,15
3308,15
3309,15
3312,15
3313,15
3314,17
3315,17
3319,17
3321,15
3323,17
3324,17
3325,20
3326,17
3327,17
3328,20
3329,17
3330,17
3331,17
3333,17
3334,17
3335,17
3336,17
3337,17
3338,17
3339,17
3340,17
3341,17
3342,15
3343,17
3345,15
3346,17
3348,15
3349,20
3350,15
3352,15
3353,20
3354,15
3355,20
3358,20
3359,20
3360,20
3364,20
3367,20
3368,20
3370,20
3371,20
3373,20
3376,20
3377,20
3379,20
3381,34
3382,27
3383,34
3384,28
3386,34
3387,28
3390,28
3391,27
3392,28
3394,28
3395,28
3396,28
3397,28
3398,28
3399,28
3400,28
3405,17
3406,20
3409,17
3410,17
3411,17
3413,17
3414,17
3415,15
3416,17
3424,17
3425,17
3426,32
3427,15
3429,26
3430,26
3431,26
3432,29
3433,29
3434,29
3435,29
3436,29
3437,26
3438,26
3439,23
3440,26
3441,26
3442,26
3443,26
3444,26
3445,29
3446,26
3447,29
3448,26
3449,29
3450,29
3452,29
3453,23
3454,23
3455,23
3456,23
3457,23
3458,23
3459,23
3460,23
3461,23
3462,29
3463,23
3464,29
3465,23
3466,23
3467,23
3468,23
3469,10
3470,29
3471,10
3472,23
3473,23
3474,23
3475,23
3476,23
3477,23
3478,23
3479,23
3480,23
3481,23
3482,23
3483,23
3484,29
3485,23
3486,23
3487,23
3488,23
3489,29
3490,29
3492,27
3494,27
3495,27
3496,27
3497,27
3498,27
3499,27
3500,27
3509,24
3515,24
3517,24
3522,26
3523,29
3524,26
3525,29
3526,29
3527,26
3528,23
3529,26
3530,26
3531,26
3532,26
3533,26
3534,23
3535,26
3536,26
3537,26
3538,26
3539,23
3540,23
3541,23
3542,23
3543,23
3544,23
3545,23
3546,23
3547,23
3548,23
3549,29
3550,23
3551,10
3552,23
3553,29
3554,10
3555,10
3556,10
3557,29
3558,10
3559,10
3560,10
3561,23
3562,10
3563,10
3564,10
3565,23
3566,10
3567,10
3568,29
3569,10
3570,29
3571,29
3572,29
3573,29
3574,23
3575,23
3576,29
3577,23
3578,23
3579,29
3580,23
3581,9
3582,9
3583,9
3584,9
3585,5
3587,9
3588,2
3589,2
3590,2
3591,9
3592,1
3593,9
3594,2
3595,9
3596,7
3597,2
3598,2
3599,2
3600,9
3601,9
3602,14
3603,9
3604,14
3605,9
3606,14
3607,11
3608,14
3609,1
3610,14
3611,9
3612,2
3613,16
3614,5
3615,5
3616,9
3617,9
3618,9
3619,9
3620,4
3621,9
3622,4
3623,31
3624,7
3625,7
3626,31
3627,31
3628,31
3629,33
3630,33
3631,28
3632,28
3633,16
3634,16
3635,16
3636,16
3637,16
3638,16
3639,16
3640,25
3641,25
3642,16
3643,25
3645,11
3646,15
3647,15
3648,15
3649,15
3650,30
3652,17
3653,30
3654,17
3655,17
3656,17
3657,17
3658,17
3659,15
3660,30
3661,15
3662,30
3663,30
3664,30
3665,17
3666,17
3667,17
3668,17
3669,17
3670,17
3671,9
3672,9
3673,9
3674,9
3675,9
3676,9
3677,9
3678,11
3679,1
3680,11
3681,11
3682,11
3683,16
3684,11
3685,16
3686,28
3687,28
3688,17
3689,32
3690,15
3692,15
3693,17
3696,17
3697,17
3698,16
3699,16
3700,16
3701,16
3702,16
3703,16
3704,16
3705,25
3706,25
3707,16
3708,11
3710,16
3711,23
3712,23
3713,23
3714,23
3715,23
3716,23
3717,29
3718,23
3719,29
3720,23
3721,23
3722,29
3723,29
3724,29
3725,20
3732,20
3733,6
3734,24
3735,29
3736,29
3737,29
3738,29
3739,23
3740,23
3741,29
3742,29
3744,29
3745,29
3746,9
3747,9
3748,5
3749,9
3750,9
3751,9
3752,9
3753,4
3754,9
3755,4
3756,7
3757,9
